Batch Id,batch_num_tokens,batch_num_prefill_tokens,batch_num_decode_tokens,batch_size,batch_num_completed_prefills,batch_execution_time,kv_free_blocks_before,kv_free_blocks_after,batch_request_ids,num_requests_not_selected,num_requests_initiated_not_completed,num_decode_phase_total,num_prefill_queue_total,num_not_initiated_in_queue,total_requests_batch_start,replica
781,512,503,9,11,1,0.026406,18056,18056,2;6;7;8;9;11;12;13;15;16;17,24,11,9,26,0,35,1
782,512,502,10,11,0,0.025370,18024,18024,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
783,512,502,10,11,0,0.026007,17993,17993,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
784,512,502,10,11,0,0.026334,17962,17962,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
785,512,502,10,11,0,0.026743,17930,17930,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
786,512,502,10,11,0,0.027413,17899,17899,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
787,512,502,10,11,0,0.027743,17863,17863,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
788,512,502,10,11,0,0.028206,17831,17831,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
789,512,502,10,11,0,0.028623,17800,17800,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
790,512,502,10,11,0,0.029131,17768,17768,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
791,512,502,10,11,0,0.029552,17737,17737,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
792,512,502,10,11,0,0.029952,17706,17706,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
793,512,502,10,11,0,0.030392,17674,17674,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
794,512,502,10,11,0,0.030860,17643,17643,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
795,512,502,10,11,0,0.031067,17612,17612,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
796,512,502,10,11,0,0.031491,17580,17580,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
797,512,502,10,11,0,0.031898,17549,17549,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
798,512,502,10,11,0,0.032222,17517,17517,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
799,512,502,10,11,0,0.032640,17486,17486,2;6;7;8;9;11;12;13;15;16;17,24,11,10,25,0,35,1
800,512,502,10,11,0,0.033044,17455,17455,2;6;7;8;9;11;12;13;15;16;17,25,11,10,26,0,36,1
801,512,502,10,11,0,0.033280,17423,17423,2;6;7;8;9;11;12;13;15;16;17,25,11,10,26,0,36,1
802,512,502,10,11,0,0.033702,17392,17392,2;6;7;8;9;11;12;13;15;16;17,25,11,10,26,0,36,1
803,512,502,10,11,0,0.034026,17361,17361,2;6;7;8;9;11;12;13;15;16;17,25,11,10,26,0,36,1
804,512,502,10,11,0,0.034558,17329,17329,2;6;7;8;9;11;12;13;15;16;17,25,11,10,26,0,36,1
805,512,502,10,11,0,0.034995,17298,17298,2;6;7;8;9;11;12;13;15;16;17,25,11,10,26,0,36,1
806,512,502,10,12,1,0.035549,17262,17262,2;6;7;8;9;11;12;13;15;16;17;18,25,12,10,27,0,37,1
807,512,501,11,12,0,0.025267,17231,17231,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
808,512,501,11,12,0,0.025632,17195,17195,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
809,512,501,11,12,0,0.026183,17163,17163,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
810,512,501,11,12,0,0.026640,17132,17132,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
811,512,501,11,12,0,0.027133,17101,17101,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
812,512,501,11,12,0,0.027588,17069,17069,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
813,512,501,11,12,0,0.028127,17038,17038,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
814,512,501,11,12,0,0.028587,16997,16997,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
815,512,501,11,12,0,0.028959,16965,16965,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
816,512,501,11,12,0,0.029464,16934,16934,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
817,512,501,11,12,0,0.029907,16898,16898,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
818,512,501,11,12,0,0.030227,16862,16862,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
819,512,501,11,12,0,0.030749,16830,16830,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
820,512,501,11,12,0,0.031132,16799,16799,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
821,512,501,11,12,0,0.031448,16768,16768,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
822,512,501,11,12,0,0.031736,16736,16736,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
823,512,501,11,12,0,0.032240,16705,16705,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
824,512,501,11,12,0,0.032636,16674,16674,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
825,512,501,11,12,0,0.032881,16642,16642,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
826,512,501,11,12,0,0.033309,16611,16611,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
827,512,501,11,12,0,0.033697,16580,16580,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
828,512,501,11,12,0,0.033903,16548,16548,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
829,512,501,11,12,0,0.034276,16517,16517,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
830,512,501,11,12,0,0.034988,16486,16486,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
831,512,501,11,12,0,0.035196,16449,16449,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
832,512,501,11,12,0,0.035509,16418,16418,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
833,512,501,11,12,0,0.035818,16387,16387,2;6;7;8;9;11;12;13;15;16;17;18,25,12,11,26,0,37,1
834,512,501,11,12,0,0.036311,16356,16356,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
835,512,501,11,12,0,0.036592,16324,16324,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
836,512,501,11,12,0,0.036984,16293,16293,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
837,512,501,11,12,0,0.037406,16262,16262,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
838,512,501,11,12,0,0.037761,16230,16230,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
839,512,501,11,12,0,0.038142,16199,16199,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
840,512,501,11,12,0,0.038426,16163,16163,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
841,512,501,11,12,0,0.038798,16131,16131,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
842,512,501,11,12,0,0.039214,16100,16100,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
843,512,501,11,12,0,0.039518,16069,16069,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
844,512,501,11,12,0,0.039884,16037,16037,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
845,512,501,11,12,0,0.040305,16006,16006,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
846,512,501,11,12,0,0.040782,15975,15975,2;6;7;8;9;11;12;13;15;16;17;18,26,12,11,27,0,38,1
847,512,501,11,13,1,0.041149,15939,15939,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,11,27,0,38,1
848,512,500,12,13,0,0.026421,15908,15908,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
849,512,500,12,13,0,0.026786,15872,15872,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
850,512,500,12,13,0,0.027353,15840,15840,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
851,512,500,12,13,0,0.027847,15809,15809,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
852,512,500,12,13,0,0.028224,15778,15778,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
853,512,500,12,13,0,0.028742,15747,15747,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
854,512,500,12,13,0,0.029281,15715,15715,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
855,512,500,12,13,0,0.029741,15684,15684,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
856,512,500,12,13,0,0.030153,15653,15653,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
857,512,500,12,13,0,0.030632,15622,15622,2;6;7;8;9;11;12;13;15;16;17;18;19,25,13,12,26,0,38,1
858,512,500,12,13,0,0.031061,15585,15585,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
859,512,500,12,13,0,0.031381,15554,15554,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
860,512,500,12,13,0,0.031903,15523,15523,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
861,512,500,12,13,0,0.032286,15492,15492,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
862,512,500,12,13,0,0.032602,15460,15460,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
863,512,500,12,13,0,0.033107,15429,15429,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
864,512,500,12,13,0,0.033394,15398,15398,2;6;7;8;9;11;12;13;15;16;17;18;19,26,13,12,27,0,39,1
865,512,500,12,13,0,0.033790,15367,15367,2;6;7;8;9;11;12;13;15;16;17;18;19,27,13,12,28,0,40,1
866,512,500,12,13,0,0.034034,15335,15335,2;6;7;8;9;11;12;13;15;16;17;18;19,27,13,12,28,0,40,1
867,512,500,12,13,0,0.034463,15299,15299,2;6;7;8;9;11;12;13;15;16;17;18;19,27,13,12,28,0,40,1
868,512,500,12,13,0,0.034870,15268,15268,2;6;7;8;9;11;12;13;15;16;17;18;19,27,13,12,28,0,40,1
869,512,500,12,13,0,0.035060,15237,15237,2;6;7;8;9;11;12;13;15;16;17;18;19,27,13,12,28,0,40,1
870,512,500,12,13,0,0.035433,15205,15205,2;6;7;8;9;11;12;13;15;16;17;18;19,28,13,12,29,0,41,1
871,512,500,12,13,0,0.036145,15174,15174,2;6;7;8;9;11;12;13;15;16;17;18;19,28,13,12,29,0,41,1
872,512,500,12,13,0,0.036353,15138,15138,2;6;7;8;9;11;12;13;15;16;17;18;19,28,13,12,29,0,41,1
873,512,500,12,13,0,0.036666,15107,15107,2;6;7;8;9;11;12;13;15;16;17;18;19,28,13,12,29,0,41,1
874,512,500,12,13,0,0.036975,15075,15075,2;6;7;8;9;11;12;13;15;16;17;18;19,28,13,12,29,0,41,1
875,512,501,11,12,0,0.036351,16520,16520,2;7;8;9;11;12;13;15;16;17;18;19,28,12,11,29,0,40,1
876,512,501,11,12,0,0.036632,16489,16489,2;7;8;9;11;12;13;15;16;17;18;19,28,12,11,29,0,40,1
877,512,501,11,12,0,0.037024,16457,16457,2;7;8;9;11;12;13;15;16;17;18;19,28,12,11,29,0,40,1
878,512,501,11,12,0,0.037447,16426,16426,2;7;8;9;11;12;13;15;16;17;18;19,28,12,11,29,0,40,1
879,512,501,11,12,0,0.037942,16395,16395,2;7;8;9;11;12;13;15;16;17;18;19,28,12,11,29,0,40,1
880,512,501,11,13,1,0.038466,16359,16359,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,11,29,0,40,1
881,512,500,12,13,0,0.026275,16327,16327,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
882,512,500,12,13,0,0.026759,16296,16296,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
883,512,500,12,13,0,0.027183,16265,16265,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
884,512,500,12,13,0,0.027662,16234,16234,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
885,512,500,12,13,0,0.028174,16202,16202,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
886,512,500,12,13,0,0.028598,16171,16171,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
887,512,500,12,13,0,0.029152,16140,16140,2;7;8;9;11;12;13;15;16;17;18;19;20,27,13,12,28,0,40,1
888,512,500,12,13,0,0.029576,16104,16104,2;7;8;9;11;12;13;15;16;17;18;19;20,28,13,12,29,0,41,1
889,512,500,12,13,0,0.030005,16072,16072,2;7;8;9;11;12;13;15;16;17;18;19;20,28,13,12,29,0,41,1
890,512,500,12,13,0,0.030314,16041,16041,2;7;8;9;11;12;13;15;16;17;18;19;20,29,13,12,30,0,42,1
891,512,500,12,13,0,0.030926,16010,16010,2;7;8;9;11;12;13;15;16;17;18;19;20,29,13,12,30,0,42,1
892,512,500,12,13,0,0.031277,15979,15979,2;7;8;9;11;12;13;15;16;17;18;19;20,29,13,12,30,0,42,1
893,512,500,12,13,0,0.031516,15947,15947,2;7;8;9;11;12;13;15;16;17;18;19;20,29,13,12,30,0,42,1
894,512,500,12,13,0,0.031965,15906,15906,2;7;8;9;11;12;13;15;16;17;18;19;20,31,13,12,32,0,44,1
895,512,500,12,13,0,0.032456,15875,15875,2;7;8;9;11;12;13;15;16;17;18;19;20,31,13,12,32,0,44,1
896,512,500,12,13,0,0.032776,15844,15844,2;7;8;9;11;12;13;15;16;17;18;19;20,31,13,12,32,0,44,1
897,512,500,12,13,0,0.033099,15812,15812,2;7;8;9;11;12;13;15;16;17;18;19;20,31,13,12,32,0,44,1
898,512,501,11,12,0,0.032540,16462,16462,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
899,512,501,11,12,0,0.032783,16431,16431,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
900,512,501,11,12,0,0.033110,16399,16399,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
901,512,501,11,12,0,0.033384,16368,16368,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
902,512,501,11,12,0,0.033824,16337,16337,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
903,512,501,11,12,0,0.034211,16305,16305,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
904,512,501,11,12,0,0.034674,16274,16274,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
905,512,501,11,12,0,0.035010,16243,16243,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
906,512,501,11,12,0,0.035346,16211,16211,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
907,512,501,11,12,0,0.035644,16180,16180,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
908,512,501,11,12,0,0.036131,16149,16149,2;7;9;11;12;13;15;16;17;18;19;20,31,12,11,32,0,43,1
909,512,502,10,11,0,0.036640,16619,16619,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
910,512,502,10,11,0,0.037079,16588,16588,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
911,512,502,10,11,0,0.037389,16557,16557,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
912,512,502,10,11,0,0.037866,16525,16525,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
913,512,502,10,11,0,0.038302,16494,16494,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
914,512,502,10,11,0,0.038563,16463,16463,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
915,512,502,10,11,0,0.038910,16431,16431,7;9;11;12;13;15;16;17;18;19;20,31,11,10,32,0,42,1
916,512,502,10,11,0,0.039378,16400,16400,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
917,512,502,10,11,0,0.039626,16363,16363,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
918,512,502,10,11,0,0.040109,16332,16332,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
919,512,502,10,11,0,0.040384,16301,16301,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
920,512,502,10,11,0,0.040945,16264,16264,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
921,512,502,10,11,0,0.041399,16233,16233,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
922,512,502,10,11,0,0.041576,16202,16202,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
923,512,502,10,11,0,0.041864,16170,16170,7;9;11;12;13;15;16;17;18;19;20,32,11,10,33,0,43,1
924,512,503,9,10,0,0.042440,16737,16737,7;9;11;12;13;16;17;18;19;20,32,10,9,33,0,42,1
925,512,503,9,10,0,0.042727,16705,16705,7;9;11;12;13;16;17;18;19;20,32,10,9,33,0,42,1
926,512,503,9,10,0,0.043247,16674,16674,7;9;11;12;13;16;17;18;19;20,32,10,9,33,0,42,1
927,512,503,9,10,0,0.043711,16642,16642,7;9;11;12;13;16;17;18;19;20,32,10,9,33,0,42,1
928,512,503,9,10,0,0.044084,16611,16611,7;9;11;12;13;16;17;18;19;20,32,10,9,33,0,42,1
929,512,503,9,10,0,0.044494,16580,16580,7;9;11;12;13;16;17;18;19;20,33,10,9,34,0,43,1
930,512,503,9,10,0,0.044651,16548,16548,7;9;11;12;13;16;17;18;19;20,33,10,9,34,0,43,1
931,512,503,9,10,0,0.044994,16517,16517,7;9;11;12;13;16;17;18;19;20,33,10,9,34,0,43,1
932,512,503,9,10,0,0.045429,16485,16485,7;9;11;12;13;16;17;18;19;20,33,10,9,34,0,43,1
933,512,504,8,10,1,0.045717,18159,18159,9;11;12;13;16;17;18;19;20;21,32,10,8,34,0,42,1
934,512,503,9,10,0,0.025517,18127,18127,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
935,512,503,9,10,0,0.025925,18096,18096,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
936,512,503,9,10,0,0.026489,18065,18065,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
937,512,503,9,10,0,0.026946,18033,18033,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
938,512,503,9,10,0,0.027388,17997,17997,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
939,512,503,9,10,0,0.027836,17965,17965,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
940,512,503,9,10,0,0.028373,17934,17934,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
941,512,503,9,10,0,0.028832,17902,17902,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
942,512,503,9,10,0,0.029250,17871,17871,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
943,512,503,9,10,0,0.029679,17839,17839,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
944,512,503,9,10,0,0.030169,17808,17808,9;11;12;13;16;17;18;19;20;21,32,10,9,33,0,42,1
945,512,503,9,11,1,0.030680,17772,17772,9;11;12;13;16;17;18;19;20;21;22,31,11,9,33,0,42,1
946,512,502,10,11,0,0.025244,17741,17741,9;11;12;13;16;17;18;19;20;21;22,31,11,10,32,0,42,1
947,512,502,10,11,0,0.025651,17710,17710,9;11;12;13;16;17;18;19;20;21;22,31,11,10,32,0,42,1
948,512,502,10,11,0,0.026158,17678,17678,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
949,512,502,10,11,0,0.026627,17647,17647,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
950,512,502,10,11,0,0.027115,17615,17615,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
951,512,502,10,11,0,0.027563,17584,17584,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
952,512,502,10,11,0,0.028100,17548,17548,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
953,512,502,10,11,0,0.028559,17516,17516,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
954,512,502,10,11,0,0.028977,17485,17485,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
955,512,502,10,11,0,0.029458,17454,17454,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
956,512,502,10,11,0,0.029836,17422,17422,9;11;12;13;16;17;18;19;20;21;22,32,11,10,33,0,43,1
957,512,502,10,12,1,0.030441,17386,17386,9;11;12;13;16;17;18;19;20;21;22;23,31,12,10,33,0,43,1
958,512,501,11,12,0,0.025466,17355,17355,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
959,512,501,11,12,0,0.025816,17318,17318,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
960,512,501,11,12,0,0.026397,17287,17287,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
961,512,501,11,12,0,0.026754,17256,17256,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
962,512,501,11,12,0,0.027196,17224,17224,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
963,512,501,11,12,0,0.027706,17193,17193,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
964,512,501,11,12,0,0.028241,17162,17162,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
965,512,501,11,12,0,0.028640,17130,17130,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
966,512,501,11,12,0,0.029099,17099,17099,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
967,512,501,11,12,0,0.029487,17068,17068,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
968,512,501,11,12,0,0.029977,17031,17031,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
969,512,501,11,12,0,0.030317,17000,17000,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
970,512,501,11,12,0,0.030814,16969,16969,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
971,512,501,11,12,0,0.031166,16938,16938,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
972,512,501,11,12,0,0.031551,16906,16906,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
973,512,501,11,12,0,0.032034,16875,16875,9;11;12;13;16;17;18;19;20;21;22;23,31,12,11,32,0,43,1
974,512,501,11,12,0,0.032292,16839,16839,9;11;12;13;16;17;18;19;20;21;22;23,32,12,11,33,0,44,1
975,512,501,11,12,0,0.032724,16807,16807,9;11;12;13;16;17;18;19;20;21;22;23,32,12,11,33,0,44,1
976,512,501,11,12,0,0.033155,16776,16776,9;11;12;13;16;17;18;19;20;21;22;23,32,12,11,33,0,44,1
977,512,501,11,12,0,0.033328,16745,16745,9;11;12;13;16;17;18;19;20;21;22;23,32,12,11,33,0,44,1
978,512,501,11,12,0,0.033786,16708,16708,9;11;12;13;16;17;18;19;20;21;22;23,32,12,11,33,0,44,1
979,512,501,11,12,0,0.034144,16677,16677,9;11;12;13;16;17;18;19;20;21;22;23,32,12,11,33,0,44,1
980,512,501,11,13,1,0.035069,16643,16643,9;11;12;13;16;17;18;19;20;21;22;23;24,31,13,11,33,0,44,1
981,512,500,12,13,0,0.026626,16612,16612,9;11;12;13;16;17;18;19;20;21;22;23;24,31,13,12,32,0,44,1
982,512,500,12,13,0,0.027070,16581,16581,9;11;12;13;16;17;18;19;20;21;22;23;24,31,13,12,32,0,44,1
983,512,500,12,13,0,0.027375,16550,16550,9;11;12;13;16;17;18;19;20;21;22;23;24,31,13,12,32,0,44,1
984,512,500,12,13,0,0.028010,16518,16518,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
985,512,500,12,13,0,0.028480,16487,16487,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
986,512,500,12,13,0,0.028785,16456,16456,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
987,512,500,12,13,0,0.029462,16425,16425,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
988,512,500,12,13,0,0.029853,16393,16393,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
989,512,500,12,13,0,0.030166,16362,16362,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
990,512,500,12,13,0,0.030546,16331,16331,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
991,512,500,12,13,0,0.031137,16300,16300,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
992,512,500,12,13,0,0.031403,16268,16268,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
993,512,500,12,13,0,0.031852,16237,16237,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
994,512,500,12,13,0,0.032158,16206,16206,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
995,512,500,12,13,0,0.032626,16175,16175,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
996,512,500,12,13,0,0.032991,16143,16143,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
997,512,500,12,13,0,0.033329,16107,16107,9;11;12;13;16;17;18;19;20;21;22;23;24,32,13,12,33,0,45,1
998,512,500,12,13,0,0.033785,16076,16076,9;11;12;13;16;17;18;19;20;21;22;23;24,33,13,12,34,0,46,1
999,512,500,12,13,0,0.034043,16045,16045,9;11;12;13;16;17;18;19;20;21;22;23;24,33,13,12,34,0,46,1
1000,512,500,12,13,0,0.034280,16008,16008,9;11;12;13;16;17;18;19;20;21;22;23;24,34,13,12,35,0,47,1
1001,512,500,12,13,0,0.034714,15977,15977,9;11;12;13;16;17;18;19;20;21;22;23;24,34,13,12,35,0,47,1
1002,512,500,12,13,0,0.035068,15946,15946,9;11;12;13;16;17;18;19;20;21;22;23;24,35,13,12,36,0,48,1
1003,512,500,12,13,0,0.035557,15915,15915,9;11;12;13;16;17;18;19;20;21;22;23;24,35,13,12,36,0,48,1
1004,512,500,12,13,0,0.035994,15883,15883,9;11;12;13;16;17;18;19;20;21;22;23;24,35,13,12,36,0,48,1
1005,512,500,12,13,0,0.036294,15852,15852,9;11;12;13;16;17;18;19;20;21;22;23;24,35,13,12,36,0,48,1
1006,512,500,12,13,0,0.036646,15821,15821,9;11;12;13;16;17;18;19;20;21;22;23;24,35,13,12,36,0,48,1
1007,512,500,12,13,0,0.037099,15790,15790,9;11;12;13;16;17;18;19;20;21;22;23;24,35,13,12,36,0,48,1
